application_id,job_id,apply_date,source,screening_score,final_stage,decision_date,outcome
2625,38,2023-06-22,Campus,72,onsite,2023-07-16,Rejected
2626,136,2023-06-10,LinkedIn,84,onsite,2023-07-31,Rejected
2627,118,2023-06-09,Agency,59,screen,2023-06-27,Rejected
2628,1,2023-10-01,LinkedIn,90,onsite,2023-10-24,Rejected
2629,65,2023-06-23,Referral,56,accepted,2023-08-28,Hired
2630,35,2023-08-08,LinkedIn,50,screen,2023-08-31,Rejected
2631,164,2023-04-28,LinkedIn,47,applied,2023-05-02,Rejected
2632,46,2023-11-01,Indeed,100,applied,2023-11-10,Rejected
2633,63,2023-06-26,Indeed,71,screen,2023-07-16,Rejected
2634,90,2023-10-03,LinkedIn,45,applied,2023-10-13,Rejected
2635,12,2023-05-21,Agency,52,applied,2023-05-22,Rejected
2636,75,2023-09-10,Career Site,63,applied,2023-09-16,Rejected
2637,14,2023-09-07,LinkedIn,37,applied,2023-09-09,Rejected
2638,126,2023-12-05,Career Site,64,screen,2023-12-13,Rejected
2639,104,2023-06-19,Career Site,75,applied,2023-07-01,Rejected
2640,60,2023-06-03,Indeed,62,screen,2023-06-08,Rejected
2641,67,2023-03-29,Referral,56,onsite,2023-04-23,Rejected
2642,9,2023-05-22,Referral,54,onsite,2023-06-15,Rejected
2643,4,2023-10-01,Indeed,56,onsite,2023-11-02,Rejected
2644,109,2023-10-31,LinkedIn,33,screen,2023-11-15,Rejected
2645,19,2023-05-05,Agency,34,screen,2023-05-23,Rejected
2646,83,2023-05-15,Referral,94,screen,2023-05-27,Rejected
2647,9,2023-08-06,LinkedIn,68,applied,2023-08-20,Rejected
2648,33,2023-04-16,LinkedIn,76,applied,2023-04-29,Rejected
2649,26,2023-05-01,Career Site,64,applied,2023-05-06,Rejected
2650,74,2023-10-08,Agency,85,onsite,2023-11-22,Rejected
2651,177,2023-08-11,LinkedIn,59,screen,2023-08-30,Rejected
2652,103,2023-09-30,Agency,53,onsite,2023-10-29,Rejected
2653,55,2023-10-10,Referral,92,applied,2023-10-22,Rejected
2654,122,2023-07-14,Career Site,100,onsite,2023-08-09,Rejected
2655,80,2023-04-24,Referral,80,screen,2023-05-05,Rejected
2656,143,2023-06-24,Career Site,64,accepted,2023-08-14,Hired
2657,92,2023-06-13,Agency,58,screen,2023-06-17,Rejected
2658,42,2023-09-29,Career Site,88,applied,2023-10-08,Rejected
2659,121,2023-03-24,Agency,57,applied,2023-03-30,Rejected
2660,14,2023-06-11,Indeed,73,screen,2023-07-07,Rejected
2661,155,2023-09-23,LinkedIn,30,applied,2023-10-04,Rejected
2662,146,2023-08-21,Career Site,79,onsite,2023-09-17,Rejected
2663,128,2023-10-17,Career Site,21,screen,2023-11-10,Rejected
2664,121,2023-06-01,LinkedIn,68,applied,2023-06-08,Rejected
2665,94,2023-05-25,Indeed,58,onsite,2023-07-03,Rejected
2666,7,2023-06-21,Career Site,86,applied,2023-06-25,Rejected
2667,26,2023-10-10,LinkedIn,69,screen,2023-10-26,Rejected
2668,72,2023-06-20,Campus,70,applied,2023-07-01,Rejected
2669,121,2023-08-03,Campus,70,screen,2023-08-13,Rejected
2670,90,2023-09-07,LinkedIn,65,applied,2023-09-10,Rejected
2671,74,2023-07-26,Indeed,59,applied,2023-08-04,Rejected
2672,67,2023-03-04,Referral,44,accepted,2023-04-05,Hired
2673,32,2023-06-12,LinkedIn,83,applied,2023-06-23,Rejected
2674,123,2023-06-20,Indeed,64,onsite,2023-07-28,Rejected
2675,31,2023-08-08,Career Site,73,screen,2023-09-05,Rejected
2676,82,2023-10-05,Career Site,99,applied,2023-10-08,Rejected
2677,125,2023-08-18,Career Site,54,applied,2023-08-26,Rejected
2678,146,2023-07-10,Career Site,82,applied,2023-07-18,Rejected
2679,165,2023-05-23,Agency,70,onsite,2023-06-20,Rejected
2680,22,2023-05-08,Indeed,84,applied,2023-05-14,Rejected
2681,77,2023-08-05,Agency,65,applied,2023-08-11,Rejected
2682,137,2023-07-29,Indeed,32,applied,2023-08-07,Rejected
2683,164,2023-05-04,Indeed,53,onsite,2023-06-01,Rejected
2684,29,2023-05-23,Agency,84,onsite,2023-06-02,Rejected
2685,16,2023-05-29,Campus,70,applied,2023-05-31,Rejected
2686,127,2023-06-03,LinkedIn,61,applied,2023-06-10,Rejected
2687,123,2023-08-30,Referral,73,applied,2023-08-31,Rejected
2688,20,2023-07-26,Agency,46,applied,2023-08-01,Rejected
2689,166,2023-11-02,LinkedIn,35,applied,2023-11-08,Rejected
2690,110,2023-08-25,Referral,68,applied,2023-09-06,Rejected
2691,100,2023-08-31,LinkedIn,34,applied,2023-09-08,Rejected
2692,100,2023-11-24,LinkedIn,52,applied,2023-11-25,Rejected
2693,158,2023-06-10,LinkedIn,45,screen,2023-06-26,Rejected
2694,105,2023-06-26,Indeed,57,applied,2023-07-04,Rejected
2695,46,2023-11-06,Referral,81,offer,2023-12-23,Rejected
2696,34,2023-10-17,Indeed,66,screen,2023-11-07,Rejected
2697,25,2023-06-15,LinkedIn,34,applied,2023-06-24,Rejected
2698,33,2023-06-23,LinkedIn,68,applied,2023-07-06,Rejected
2699,121,2023-03-15,Agency,69,applied,2023-03-23,Rejected
2700,146,2023-06-28,Referral,36,screen,2023-07-23,Rejected
2701,172,2023-09-12,Referral,64,applied,2023-09-18,Rejected
2702,123,2023-07-12,LinkedIn,64,applied,2023-07-24,Rejected
2703,90,2023-07-27,Referral,63,onsite,2023-08-25,Rejected
2704,149,2023-09-15,Career Site,70,accepted,2023-10-08,Hired
2705,102,2023-08-26,Indeed,51,onsite,2023-09-29,Rejected
2706,150,2023-06-15,Indeed,83,screen,2023-07-07,Rejected
2707,52,2023-07-21,LinkedIn,81,screen,2023-08-03,Rejected
2708,94,2023-10-24,Indeed,98,accepted,2023-12-29,Hired
2709,2,2023-09-30,LinkedIn,59,applied,2023-10-02,Rejected
2710,55,2023-05-11,Career Site,73,applied,2023-05-14,Rejected
2711,166,2023-07-17,LinkedIn,85,accepted,2023-08-27,Hired
2712,23,2023-08-09,LinkedIn,36,screen,2023-08-19,Rejected
2713,130,2024-10-05,LinkedIn,58,applied,2024-10-06,Rejected
2714,60,2023-05-28,Referral,66,applied,2023-06-10,Rejected
2715,152,2023-10-22,LinkedIn,37,screen,2023-11-06,Rejected
2716,74,2023-06-18,LinkedIn,75,applied,2023-06-25,Rejected
2717,62,2023-08-12,Indeed,82,applied,2023-08-18,Rejected
2718,158,2023-10-24,Referral,70,applied,2023-11-04,Rejected
2719,126,2023-09-17,LinkedIn,61,onsite,2023-11-03,Rejected
2720,63,2023-06-27,LinkedIn,66,screen,2023-07-14,Rejected
2721,98,2023-08-05,LinkedIn,56,applied,2023-08-12,Rejected
2722,96,2023-04-22,LinkedIn,69,applied,2023-05-01,Rejected
2723,29,2023-06-07,LinkedIn,56,applied,2023-06-18,Rejected
2724,162,2023-07-31,Agency,53,applied,2023-08-02,Rejected
2725,93,2023-04-11,Indeed,44,accepted,2023-05-20,Hired
2726,62,2023-06-10,Campus,38,screen,2023-06-29,Rejected
2727,157,2023-08-04,Career Site,14,applied,2023-08-16,Rejected
2728,19,2023-06-06,Campus,62,applied,2023-06-16,Rejected
2729,175,2023-03-28,Referral,61,applied,2023-04-07,Rejected
2730,73,2023-09-04,Indeed,90,screen,2023-09-25,Rejected
2731,105,2023-08-20,LinkedIn,51,applied,2023-08-25,Rejected
2732,124,2023-07-03,Career Site,74,applied,2023-07-06,Rejected
2733,139,2023-07-31,Indeed,75,screen,2023-08-22,Rejected
2734,22,2023-05-01,Indeed,47,applied,2023-05-15,Rejected
2735,21,2023-09-24,Campus,75,applied,2023-10-03,Rejected
2736,25,2023-09-12,Agency,42,applied,2023-09-14,Rejected
2737,84,2023-04-27,LinkedIn,48,onsite,2023-06-04,Rejected
2738,143,2023-03-13,Career Site,82,onsite,2023-04-11,Rejected
2739,73,2023-12-16,Campus,81,screen,2023-12-21,Rejected
2740,125,2023-12-03,LinkedIn,82,applied,2023-12-12,Rejected
2741,78,2023-08-20,Indeed,49,onsite,2023-09-16,Rejected
2742,69,2023-09-06,LinkedIn,77,screen,2023-09-18,Rejected
2743,135,2023-12-22,Career Site,81,applied,2024-01-02,Rejected
2744,50,2023-06-09,Career Site,81,screen,2023-06-21,Rejected
2745,174,2023-03-20,LinkedIn,54,screen,2023-04-06,Rejected
2746,174,2023-05-24,Career Site,77,screen,2023-06-12,Rejected
2747,160,2023-04-06,LinkedIn,90,applied,2023-04-17,Rejected
2748,123,2023-07-14,Referral,54,applied,2023-07-20,Rejected
2749,134,2023-08-09,Career Site,42,applied,2023-08-19,Rejected
2750,41,2023-11-01,LinkedIn,75,offer,2023-12-11,Rejected
2751,70,2023-12-24,LinkedIn,69,screen,2024-01-10,Rejected
2752,132,2023-07-10,Campus,100,screen,2023-08-06,Rejected
2753,124,2023-08-05,Referral,47,screen,2023-08-27,Rejected
2754,74,2023-06-19,Campus,42,applied,2023-07-02,Rejected
2755,66,2023-09-21,Indeed,37,applied,2023-09-28,Rejected
2756,29,2023-08-31,Referral,46,applied,2023-09-06,Rejected
2757,124,2023-03-18,Referral,37,screen,2023-03-27,Rejected
2758,162,2023-05-01,Indeed,51,applied,2023-05-05,Rejected
2759,177,2023-09-02,Agency,56,screen,2023-09-24,Rejected
2760,55,2023-05-12,Career Site,51,applied,2023-05-13,Rejected
2761,75,2023-11-26,LinkedIn,64,applied,2023-12-08,Rejected
2762,17,2023-04-27,Referral,93,screen,2023-05-21,Rejected
2763,127,2023-09-22,Indeed,39,onsite,2023-10-06,Rejected
2764,66,2023-06-13,Agency,55,applied,2023-06-21,Rejected
2765,51,2023-03-13,Campus,56,applied,2023-03-21,Rejected
2766,18,2023-07-14,Agency,79,screen,2023-07-22,Rejected
2767,172,2023-06-17,Indeed,52,screen,2023-07-08,Rejected
2768,85,2023-08-04,Career Site,76,applied,2023-08-17,Rejected
2769,58,2023-04-13,Agency,90,onsite,2023-06-01,Rejected
2770,26,2023-10-13,Referral,96,applied,2023-10-27,Rejected
2771,81,2023-08-12,LinkedIn,84,screen,2023-08-27,Rejected
2772,35,2023-08-06,LinkedIn,60,screen,2023-08-28,Rejected
2773,40,2023-09-13,Referral,65,applied,2023-09-21,Rejected
2774,14,2023-06-26,Referral,69,onsite,2023-07-25,Rejected
2775,111,2023-07-24,Career Site,50,applied,2023-08-03,Rejected
2776,42,2023-11-30,Indeed,65,onsite,2024-01-11,Rejected
2777,27,2023-05-17,Indeed,90,applied,2023-05-30,Rejected
2778,20,2023-06-02,LinkedIn,69,screen,2023-06-18,Rejected
2779,50,2023-09-26,LinkedIn,73,accepted,2023-10-25,Hired
2780,67,2023-05-16,LinkedIn,57,applied,2023-05-29,Rejected
2781,4,2023-08-24,Indeed,66,applied,2023-08-30,Rejected
2782,145,2023-09-03,LinkedIn,60,onsite,2023-10-14,Rejected
2783,168,2023-07-12,Referral,55,applied,2023-07-24,Rejected
2784,75,2024-01-05,Indeed,53,screen,2024-01-22,Rejected
2785,36,2023-08-18,Indeed,36,applied,2023-08-24,Rejected
2786,15,2023-08-26,Indeed,43,applied,2023-09-07,Rejected
2787,11,2023-04-17,Indeed,74,applied,2023-04-28,Rejected
2788,59,2023-07-11,Agency,50,applied,2023-07-17,Rejected
2789,156,2023-09-09,Indeed,45,onsite,2023-10-09,Rejected
2790,55,2023-05-16,Agency,76,applied,2023-05-24,Rejected
2791,14,2023-07-29,Referral,87,applied,2023-08-10,Rejected
2792,2,2023-07-02,Career Site,48,screen,2023-07-10,Rejected
2793,86,2023-06-01,Referral,90,applied,2023-06-13,Rejected
2794,138,2023-09-21,Career Site,80,applied,2023-10-02,Rejected
2795,83,2023-08-29,LinkedIn,76,applied,2023-09-04,Rejected
2796,86,2023-06-16,Referral,66,screen,2023-07-07,Rejected
2797,126,2023-12-11,Agency,65,screen,2023-12-27,Rejected
2798,56,2023-12-19,LinkedIn,64,screen,2024-01-10,Rejected
2799,102,2023-11-01,LinkedIn,72,onsite,2023-11-27,Rejected
2800,168,2023-05-18,Indeed,55,onsite,2023-06-16,Rejected
2801,176,2023-07-25,LinkedIn,78,screen,2023-08-17,Rejected
2802,116,2023-06-16,Indeed,74,applied,2023-06-27,Rejected
2803,125,2023-11-13,Referral,21,accepted,2023-12-14,Hired
2804,125,2023-12-27,LinkedIn,65,screen,2024-01-13,Rejected
2805,32,2023-08-20,Career Site,74,onsite,2023-09-24,Rejected
2806,140,2023-06-24,Indeed,73,screen,2023-07-18,Rejected
2807,36,2023-09-21,Campus,80,applied,2023-09-23,Rejected
2808,125,2023-10-24,Referral,60,applied,2023-11-04,Rejected
2809,105,2023-05-25,Indeed,63,onsite,2023-06-26,Rejected
2810,173,2023-06-15,Career Site,57,screen,2023-06-24,Rejected
2811,13,2023-10-24,Career Site,76,applied,2023-11-06,Rejected
2812,150,2023-08-04,Agency,92,onsite,2023-09-03,Rejected
2813,99,2023-06-09,LinkedIn,65,applied,2023-06-14,Rejected
2814,77,2023-08-25,Campus,79,applied,2023-09-01,Rejected
2815,134,2023-10-02,Indeed,53,applied,2023-10-11,Rejected
2816,126,2023-07-15,Indeed,57,applied,2023-07-25,Rejected
2817,32,2023-06-22,Referral,67,onsite,2023-07-06,Rejected
2818,26,2023-09-22,Referral,67,onsite,2023-10-22,Rejected
2819,161,2023-10-27,Indeed,41,applied,2023-11-04,Rejected
2820,155,2023-08-31,Indeed,77,screen,2023-09-27,Rejected
2821,60,2023-07-27,Campus,84,screen,2023-08-21,Rejected
2822,151,2023-08-05,LinkedIn,67,applied,2023-08-11,Rejected
2823,139,2023-06-04,Agency,66,applied,2023-06-13,Rejected
2824,78,2023-06-21,Career Site,55,applied,2023-06-29,Rejected
2825,167,2023-06-14,LinkedIn,54,applied,2023-06-18,Rejected
2826,151,2023-05-31,LinkedIn,88,applied,2023-06-11,Rejected
2827,48,2023-07-02,Indeed,48,applied,2023-07-11,Rejected
2828,24,2023-05-13,LinkedIn,76,screen,2023-06-10,Rejected
2829,177,2023-07-17,Referral,80,onsite,2023-08-18,Rejected
2830,158,2023-08-30,LinkedIn,70,applied,2023-09-01,Rejected
2831,73,2023-12-31,Career Site,25,accepted,2024-01-29,Hired
2832,5,2023-09-30,LinkedIn,59,screen,2023-10-20,Rejected
2833,151,2023-05-26,LinkedIn,48,applied,2023-05-28,Rejected
2834,139,2023-08-23,Career Site,68,applied,2023-08-27,Rejected
2835,68,2023-05-09,Career Site,63,applied,2023-05-15,Rejected
2836,53,2023-07-17,Career Site,82,applied,2023-07-24,Rejected
2837,16,2023-08-25,Career Site,58,onsite,2023-09-17,Rejected
2838,151,2023-08-05,Campus,91,applied,2023-08-13,Rejected
2839,138,2023-07-14,LinkedIn,74,screen,2023-08-11,Rejected
2840,20,2023-07-23,Indeed,79,onsite,2023-08-28,Rejected
2841,172,2023-08-02,LinkedIn,56,onsite,2023-08-30,Rejected
2842,162,2023-05-12,Referral,86,applied,2023-05-13,Rejected
2843,164,2023-03-18,Referral,59,screen,2023-04-02,Rejected
2844,114,2023-10-13,Agency,51,applied,2023-10-20,Rejected
2845,137,2023-07-02,LinkedIn,76,applied,2023-07-10,Rejected
2846,74,2023-10-22,LinkedIn,46,screen,2023-10-31,Rejected
2847,76,2023-03-28,Referral,67,screen,2023-04-11,Rejected
2848,115,2023-08-15,Indeed,60,applied,2023-08-18,Rejected
2849,97,2023-12-03,Referral,79,applied,2023-12-13,Rejected
2850,66,2023-07-03,Indeed,78,screen,2023-07-09,Rejected
2851,70,2024-02-06,Career Site,81,applied,2024-02-16,Rejected
2852,79,2023-03-31,LinkedIn,51,screen,2023-04-14,Rejected
2853,130,2024-08-29,LinkedIn,63,screen,2024-09-13,Rejected
2854,129,2023-07-24,Indeed,71,screen,2023-08-14,Rejected
2855,150,2023-05-02,LinkedIn,45,onsite,2023-06-10,Rejected
2856,158,2023-08-09,Indeed,68,applied,2023-08-18,Rejected
2857,107,2023-10-14,Indeed,66,applied,2023-10-19,Rejected
2858,40,2023-09-07,LinkedIn,45,applied,2023-09-15,Rejected
2859,27,2023-10-01,LinkedIn,70,applied,2023-10-11,Rejected
2860,17,2023-04-13,LinkedIn,64,onsite,2023-06-06,Rejected
2861,22,2023-07-24,Referral,44,applied,2023-08-02,Rejected
2862,139,2023-04-23,LinkedIn,39,applied,2023-04-26,Rejected
2863,61,2023-06-14,LinkedIn,74,applied,2023-06-16,Rejected
2864,152,2023-07-01,Agency,50,screen,2023-07-24,Rejected
2865,179,2023-04-06,LinkedIn,87,onsite,2023-05-10,Rejected
2866,61,2023-02-25,Career Site,69,onsite,2023-03-24,Rejected
2867,53,2023-08-02,Referral,87,onsite,2023-09-17,Rejected
2868,30,2023-12-09,Agency,81,applied,2023-12-19,Rejected
2869,102,2023-07-13,Career Site,87,applied,2023-07-15,Rejected
2870,174,2023-06-14,LinkedIn,79,applied,2023-06-18,Rejected
2871,51,2023-07-22,LinkedIn,56,applied,2023-07-23,Rejected
2872,63,2023-05-14,LinkedIn,55,applied,2023-05-18,Rejected
2873,178,2023-09-20,Indeed,71,screen,2023-10-10,Rejected
2874,103,2023-04-19,Referral,52,screen,2023-05-16,Rejected
2875,151,2023-06-01,Indeed,74,screen,2023-06-22,Rejected
2876,78,2023-08-22,Career Site,60,applied,2023-08-24,Rejected
2877,129,2023-11-12,Career Site,81,screen,2023-12-13,Rejected
2878,118,2023-05-30,Referral,80,screen,2023-06-12,Rejected
2879,155,2023-12-30,Indeed,87,onsite,2024-01-27,Rejected
2880,66,2023-06-10,LinkedIn,34,onsite,2023-07-13,Rejected
2881,33,2023-03-24,Career Site,61,applied,2023-04-06,Rejected
2882,117,2023-04-07,Referral,86,screen,2023-05-08,Rejected
2883,92,2023-05-13,Referral,62,applied,2023-05-20,Rejected
2884,23,2023-07-24,Referral,55,applied,2023-08-04,Rejected
2885,177,2023-11-14,LinkedIn,71,applied,2023-11-23,Rejected
2886,42,2023-11-30,Referral,69,applied,2023-12-08,Rejected
2887,41,2023-07-25,Indeed,61,onsite,2023-09-05,Rejected
2888,51,2023-04-02,LinkedIn,67,onsite,2023-05-01,Rejected
2889,32,2023-04-08,Indeed,62,offer,2023-05-18,Rejected
2890,83,2023-08-27,Career Site,45,applied,2023-09-07,Rejected
2891,69,2023-10-17,Indeed,88,onsite,2023-11-11,Rejected
2892,63,2023-07-17,Indeed,59,applied,2023-07-24,Rejected
2893,91,2023-09-19,Campus,52,onsite,2023-11-04,Rejected
2894,41,2023-09-06,LinkedIn,51,onsite,2023-10-18,Rejected
2895,48,2023-08-27,Agency,55,applied,2023-09-02,Rejected
2896,39,2023-04-29,LinkedIn,57,applied,2023-05-08,Rejected
2897,118,2023-06-07,LinkedIn,44,applied,2023-06-11,Rejected
2898,164,2023-05-17,Agency,56,screen,2023-06-13,Rejected
2899,180,2023-07-10,Agency,84,screen,2023-07-23,Rejected
2900,32,2023-06-23,LinkedIn,59,applied,2023-07-07,Rejected
2901,103,2023-07-21,LinkedIn,41,applied,2023-07-25,Rejected
2902,153,2023-12-07,LinkedIn,62,screen,2024-01-03,Rejected
2903,110,2023-04-18,LinkedIn,63,applied,2023-04-26,Rejected
2904,62,2023-04-08,LinkedIn,87,onsite,2023-05-18,Rejected
2905,17,2023-07-20,Indeed,52,applied,2023-07-24,Rejected
2906,97,2024-01-21,Career Site,63,applied,2024-01-26,Rejected
2907,145,2023-07-14,Career Site,82,applied,2023-07-24,Rejected
2908,85,2023-11-30,Indeed,70,screen,2023-12-20,Rejected
2909,2,2023-08-18,Referral,72,screen,2023-09-08,Rejected
2910,104,2023-04-01,LinkedIn,86,applied,2023-04-02,Rejected
2911,116,2023-06-29,LinkedIn,75,onsite,2023-08-04,Rejected
2912,87,2023-07-29,Referral,44,applied,2023-08-08,Rejected
2913,163,2023-10-14,Campus,43,applied,2023-10-19,Rejected
2914,180,2023-09-05,Indeed,65,onsite,2023-09-27,Rejected
2915,45,2023-04-19,Campus,68,applied,2023-05-03,Rejected
2916,26,2023-07-20,Agency,43,applied,2023-07-27,Rejected
2917,11,2023-08-12,LinkedIn,56,onsite,2023-09-19,Rejected
2918,3,2023-05-24,LinkedIn,89,applied,2023-06-06,Rejected
2919,139,2023-06-05,LinkedIn,57,applied,2023-06-16,Rejected
2920,179,2023-07-07,LinkedIn,37,applied,2023-07-18,Rejected
2921,105,2023-08-23,Referral,63,screen,2023-09-16,Rejected
2922,21,2023-07-15,LinkedIn,70,screen,2023-08-14,Rejected
2923,56,2023-08-15,Referral,63,applied,2023-08-29,Rejected
2924,145,2023-04-15,LinkedIn,30,screen,2023-04-28,Rejected
2925,111,2023-06-13,Career Site,86,applied,2023-06-23,Rejected
2926,96,2023-04-09,LinkedIn,59,applied,2023-04-16,Rejected
2927,13,2023-12-19,LinkedIn,59,screen,2024-01-06,Rejected
2928,78,2023-07-20,LinkedIn,80,applied,2023-08-02,Rejected
2929,101,2023-08-02,Referral,81,offer,2023-09-16,Rejected
2930,97,2023-09-16,Campus,57,onsite,2023-10-11,Rejected
2931,58,2023-08-13,LinkedIn,77,applied,2023-08-14,Rejected
2932,54,2023-11-02,Agency,90,applied,2023-11-15,Rejected
2933,31,2023-08-24,Indeed,56,onsite,2023-09-12,Rejected
2934,32,2023-08-21,Career Site,78,applied,2023-09-02,Rejected
2935,60,2023-05-28,Career Site,44,applied,2023-06-07,Rejected
2936,108,2024-01-21,LinkedIn,50,screen,2024-02-11,Rejected
2937,20,2023-07-25,Indeed,42,applied,2023-08-08,Rejected
2938,132,2023-09-22,Referral,79,applied,2023-09-26,Rejected
2939,100,2023-08-14,Indeed,71,screen,2023-08-27,Rejected
2940,169,2023-12-17,LinkedIn,41,screen,2023-12-24,Rejected
2941,66,2023-08-29,Indeed,61,onsite,2023-10-01,Rejected
2942,81,2023-04-29,Career Site,64,applied,2023-05-10,Rejected
2943,147,2023-07-25,LinkedIn,44,applied,2023-08-02,Rejected
2944,133,2023-03-17,LinkedIn,53,screen,2023-04-02,Rejected
2945,46,2023-10-28,Career Site,86,onsite,2023-11-27,Rejected
2946,12,2023-05-30,LinkedIn,69,onsite,2023-06-26,Rejected
2947,100,2023-10-31,LinkedIn,59,screen,2023-11-15,Rejected
2948,39,2023-05-20,Career Site,79,screen,2023-06-08,Rejected
2949,59,2023-06-29,LinkedIn,45,screen,2023-07-30,Rejected
2950,48,2023-06-25,LinkedIn,56,onsite,2023-07-31,Rejected
2951,130,2024-10-14,Indeed,51,applied,2024-10-27,Rejected
2952,12,2023-07-12,LinkedIn,87,onsite,2023-08-09,Rejected
2953,73,2023-07-22,Referral,53,screen,2023-08-07,Rejected
2954,148,2023-11-07,Referral,63,onsite,2023-12-11,Rejected
2955,131,2023-09-29,Referral,72,onsite,2023-11-05,Rejected
2956,57,2023-06-26,Indeed,75,screen,2023-07-05,Rejected
2957,88,2023-10-10,LinkedIn,78,screen,2023-10-20,Rejected
2958,174,2023-05-04,LinkedIn,68,applied,2023-05-09,Rejected
2959,52,2023-04-12,LinkedIn,57,screen,2023-04-28,Rejected
2960,90,2023-11-15,Agency,51,screen,2023-12-12,Rejected
2961,18,2023-08-13,Referral,42,applied,2023-08-23,Rejected
2962,43,2023-06-13,LinkedIn,71,applied,2023-06-26,Rejected
2963,152,2023-09-07,Career Site,48,applied,2023-09-14,Rejected
2964,89,2023-06-03,Agency,45,onsite,2023-06-20,Rejected
2965,118,2023-04-05,LinkedIn,77,applied,2023-04-08,Rejected
2966,50,2023-10-14,LinkedIn,94,applied,2023-10-22,Rejected
2967,89,2023-10-27,LinkedIn,54,applied,2023-11-07,Rejected
2968,118,2023-04-26,Referral,49,screen,2023-05-09,Rejected
2969,62,2023-05-18,Career Site,52,applied,2023-05-21,Rejected
2970,105,2023-06-09,Referral,53,screen,2023-06-23,Rejected
2971,39,2023-06-29,Referral,53,screen,2023-07-08,Rejected
2972,50,2023-09-21,Indeed,46,onsite,2023-10-29,Rejected
2973,20,2023-08-09,Referral,52,onsite,2023-09-08,Rejected
2974,73,2023-07-25,Indeed,53,accepted,2023-09-03,Hired
2975,94,2023-05-24,Referral,61,applied,2023-06-03,Rejected
2976,11,2023-07-25,Indeed,70,onsite,2023-08-23,Rejected
2977,164,2023-06-24,Referral,80,applied,2023-07-01,Rejected
2978,164,2023-03-09,LinkedIn,75,onsite,2023-03-31,Rejected
2979,93,2023-06-05,LinkedIn,66,applied,2023-06-10,Rejected
2980,4,2023-06-06,Campus,37,screen,2023-06-29,Rejected
2981,178,2023-10-20,Indeed,65,applied,2023-11-01,Rejected
2982,38,2023-09-12,Indeed,50,applied,2023-09-15,Rejected
2983,166,2023-09-08,Referral,44,screen,2023-10-06,Rejected
2984,28,2023-07-31,Agency,52,applied,2023-08-14,Rejected
2985,18,2023-09-20,Indeed,61,applied,2023-10-02,Rejected
2986,98,2023-08-07,LinkedIn,75,applied,2023-08-08,Rejected
2987,37,2023-07-22,Referral,69,applied,2023-07-31,Rejected
2988,176,2023-09-28,LinkedIn,43,screen,2023-10-13,Rejected
2989,154,2023-12-19,Campus,90,screen,2024-01-03,Rejected
2990,132,2023-11-09,Career Site,64,screen,2023-12-05,Rejected
2991,94,2023-06-22,Referral,60,applied,2023-07-05,Rejected
2992,62,2023-03-29,Career Site,75,applied,2023-04-11,Rejected
2993,130,2024-11-11,Indeed,50,applied,2024-11-23,Rejected
2994,82,2023-12-25,Career Site,59,onsite,2024-01-14,Rejected
2995,65,2023-08-13,Career Site,82,applied,2023-08-16,Rejected
2996,176,2023-10-23,LinkedIn,86,screen,2023-11-10,Rejected
2997,122,2023-09-18,Indeed,61,applied,2023-09-27,Rejected
2998,144,2023-05-31,LinkedIn,52,screen,2023-06-26,Rejected
2999,82,2024-01-29,Agency,55,screen,2024-02-14,Rejected
3000,139,2023-08-01,LinkedIn,64,applied,2023-08-03,Rejected
3001,20,2023-08-06,LinkedIn,55,screen,2023-08-29,Rejected
3002,90,2023-06-16,Indeed,64,applied,2023-06-25,Rejected
3003,89,2023-09-30,LinkedIn,32,applied,2023-10-08,Rejected
3004,27,2023-10-08,LinkedIn,63,applied,2023-10-20,Rejected
3005,59,2023-08-09,Referral,60,onsite,2023-09-14,Rejected
3006,176,2023-11-11,LinkedIn,61,screen,2023-11-18,Rejected
3007,33,2023-05-22,Career Site,46,screen,2023-06-06,Rejected
3008,35,2023-08-05,LinkedIn,56,applied,2023-08-12,Rejected
3009,59,2023-05-19,LinkedIn,41,screen,2023-06-04,Rejected
3010,120,2023-08-11,Referral,66,offer,2023-09-13,Rejected
3011,168,2023-06-15,Referral,60,screen,2023-07-02,Rejected
3012,122,2023-07-19,LinkedIn,72,applied,2023-08-02,Rejected
3013,110,2023-07-31,Indeed,72,applied,2023-08-11,Rejected
3014,14,2023-09-29,Referral,88,screen,2023-10-18,Rejected
3015,121,2023-04-02,Career Site,31,accepted,2023-05-17,Hired
3016,134,2023-05-20,LinkedIn,78,onsite,2023-07-11,Rejected
3017,46,2023-09-17,Referral,88,applied,2023-09-26,Rejected
3018,164,2023-05-10,LinkedIn,96,applied,2023-05-21,Rejected
3019,79,2023-05-31,Referral,56,accepted,2023-07-21,Hired
3020,131,2023-08-13,Indeed,74,onsite,2023-09-20,Rejected
3021,33,2023-05-16,Career Site,84,accepted,2023-07-16,Hired
3022,95,2023-10-24,Career Site,39,applied,2023-11-06,Rejected
3023,118,2023-03-21,Agency,63,onsite,2023-04-26,Rejected
3024,6,2023-10-11,Indeed,65,applied,2023-10-15,Rejected
3025,136,2023-02-17,Indeed,77,applied,2023-02-19,Rejected
3026,36,2023-12-10,LinkedIn,70,applied,2023-12-22,Rejected
3027,167,2023-09-11,Referral,100,accepted,2023-11-01,Hired
3028,157,2023-10-16,Indeed,53,onsite,2023-11-30,Rejected
